0.0000500000000000001,2.475537237764848*^-14+0.*I,2.4755372386663634*^-14+0.*I,2.4755372340210083*^-14+0.*I,-1.2377686212051016*^-14-1.9941477152838286*^-23*I,-1.2377686165597467*^-14+1.994052942381256*^-23*I,-1.2377686174612618*^-14-1.9940578458775373*^-23*I
0.00005040191524304593,2.5973565989371106*^-14+0.*I,2.597356599882989*^-14+0.*I,2.59735659500904*^-14+0.*I,-1.2986783019055298*^-14-2.109097694486282*^-23*I,-1.298678297031581*^-14+2.1089958407650266*^-23*I,-1.298678297977459*^-14-2.1090011103672482*^-23*I
0.00005080706120334362,2.7251705912459433*^-14+0.*I,2.7251705922383675*^-14+0.*I,2.7251705871245755*^-14+0.*I,-1.3625852981798675*^-14-2.230673821743*^-23*I,-1.3625852930660758*^-14+2.2305643580226281*^-23*I,-1.3625852940584999*^-14-2.230570021364591*^-23*I
0.00005121546385038335,2.859274204941722*^-14+0.*I,2.859274205982983*^-14+0.*I,2.8592742006175455*^-14+0.*I,-1.4296371051535797*^-14-2.359258053655129*^-23*I,-1.4296370997881426*^-14+2.359140411369295*^-23*I,-1.4296371008294033*^-14-2.359146498108759*^-23*I
0.000051627149362405994,2.9999769464293535*^-14+0.*I,2.999976947521854*^-14+0.*I,2.9999769418923885*^-14+0.*I,-1.4999884760294095*^-14-2.4952543651263818*^-23*I,-1.499988470399944*^-14+2.495127933465927*^-23*I,-1.4999884714924445*^-14-2.495134474661892*^-23*I
0.000052042144128081093,3.1476035525898846*^-14+0.*I,3.147603553736147*^-14+0.*I,3.14760354782966*^-14+0.*I,-1.5738017792481857*^-14-2.6390900170455968*^-23*I,-1.5738017733416992*^-14+2.6389541386968076*^-23*I,-1.5738017744879608*^-14-2.6389611689004086*^-23*I
0.00005246047474819838,3.302494740252788*^-14+0.*I,3.3024947414554566*^-14+0.*I,3.302494735258317*^-14+0.*I,-1.651247373224964*^-14-2.791216899302708*^-23*I,-1.6512473670278242*^-14+2.791070869273062*^-23*I,-1.6512473682304925*^-14-2.7910784243232514*^-23*I
0.000052882168037372814,3.465007992548608*^-14+0.*I,3.4650079938104586*^-14+0.*I,3.4650079873083634*^-14+0.*I,-1.732503999525352*^-14-2.952112951084762*^-23*I,-1.7325039930232564*^-14+2.951956009836157*^-23*I,-1.732503994285107*^-14-2.9519641297069484*^-23*I
0.000053307251025763445,3.6355183839568246*^-14+0.*I,3.6355183852807704*^-14+0.*I,3.635518378458713*^-14+0.*I,-1.8177591953894415*^-14-3.1222836614260466*^-23*I,-1.8177591885673834*^-14+3.12211499446475*^-23*I,-1.817759189891329*^-14-3.122123720788323*^-23*I
0.00005373575096080594,3.81441944595298*^-14+0.*I,3.8144194473420765*^-14+0.*I,3.814419440184311*^-14+0.*I,-1.9072097265553728*^-14-3.302263657714554*^-23*I,-1.9072097193976074*^-14+3.302082388997678*^-23*I,-1.9072097207867034*^-14-3.302091767535826*^-23*I
0.000054167695308959204,4.0021240752529715*^-14+0.*I,4.002124076710424*^-14+0.*I,4.002124069200432*^-14+0.*I,-2.001062041381482*^-14-3.4926183861054915*^-23*I,-2.0010620338714895*^-14+3.492423574163822*^-23*I,-2.0010620353289422*^-14-3.492433653204288*^-23*I
0.00005460311175746586,4.199065486750525*^-14+0.*I,4.199065488279698*^-14+0.*I,4.199065480400146*^-14+0.*I,-2.0995327473150388*^-14-3.6939458869252336*^-23*I,-2.0995327394354865*^-14+3.693736519547954*^-23*I,-2.0995327409646593*^-14-3.6937473520571777*^-23*I
0.00005504202821612708,4.4056982133472316*^-14+0.*I,4.4056982149516535*^-14+0.*I,4.405698206684356*^-14+0.*I,-2.2028491108072646*^-14-3.90687867409436*^-23*I,-2.2028491025399667*^-14+3.906653664339935*^-23*I,-2.202849104144389*^-14-3.9066653057282606*^-23*I
0.00005548447281909149,4.622499154982515*^-14+0.*I,4.622499156665889*^-14+0.*I,4.622499147991765*^-14+0.*I,-2.3112495818283193*^-14-4.1320857228708064*^-23*I,-2.3112495731541954*^-14+4.1318439007868525*^-23*I,-2.31124957483757*^-14-4.131856412249307*^-23*I
0.00005593047392665859,4.849968679284657*^-14+0.*I,4.8499686810508695*^-14+0.*I,4.8499686719499*^-14+0.*I,-2.424984344192813*^-14-4.370274569019095*^-23*I,-2.4249843350918438*^-14+4.3700146794167694*^-23*I,-2.424984336858056*^-14-4.3700281256811986*^-23*I
